,zipcode,StateName,2018-12,starbucks_count,target_count,fastfoodstores
1273,54476,Wisconsin,153500.0,,1.0,2.0
1274,07080,New Jersey,335500.0,,1.0,1.0
1275,03110,New Hampshire,405800.0,,1.0,
1276,01581,Massachusetts,526800.0,,1.0,1.0
1277,55430,Minnesota,186000.0,,1.0,1.0
1278,76120,Texas,191500.0,,1.0,
1279,06801,Connecticut,320400.0,,1.0,
1280,06401,Connecticut,226000.0,,1.0,
1281,60585,Illinois,351600.0,,1.0,
1282,03063,New Hampshire,242900.0,,1.0,2.0
1283,02351,Massachusetts,366800.0,,1.0,
1284,64117,Missouri,132400.0,,1.0,1.0
1285,07066,New Jersey,466800.0,,1.0,
1286,03106,New Hampshire,274200.0,,1.0,1.0
1287,01527,Massachusetts,285300.0,,1.0,
1288,03878,New Hampshire,203900.0,,1.0,
1289,02339,Massachusetts,532600.0,,1.0,1.0
1290,02571,Massachusetts,258900.0,,1.0,
1291,02917,Rhode Island,260300.0,,1.0,1.0
1292,85305,Arizona,,,1.0,2.0
1293,89109,Nevada,290900.0,32.0,,5.0
1294,90045,California,,21.0,,1.0
1295,92101,California,510800.0,20.0,,
1296,80202,Colorado,534200.0,17.0,,1.0
1297,98004,Washington,1313800.0,15.0,,
1298,20001,District of Columbia,648600.0,12.0,,1.0
1299,22202,Virginia,,12.0,,1.0
1300,98105,Washington,929100.0,11.0,,1.0
1301,32819,Florida,315600.0,11.0,,2.0
1302,10003,New York,1149200.0,10.0,,2.0
1303,95035,California,1017000.0,10.0,,2.0
1304,98109,Washington,739300.0,10.0,,
1305,22314,Virginia,617100.0,10.0,,
1306,92660,California,1666800.0,10.0,,4.0
1307,94105,California,1081900.0,10.0,,
1308,10016,New York,785800.0,9.0,,1.0
1309,85308,Arizona,,9.0,,1.0
1310,98122,Washington,681500.0,9.0,,
1311,97401,Oregon,352300.0,9.0,,2.0
1312,98032,Washington,337700.0,9.0,,5.0
1313,20005,District of Columbia,474500.0,9.0,,1.0
1314,77573,Texas,259700.0,8.0,,3.0
1315,33139,Florida,292700.0,8.0,,2.0
1316,85282,Arizona,214600.0,8.0,,5.0
1317,98133,Washington,558500.0,8.0,,3.0
1318,92648,California,935900.0,8.0,,2.0
1319,97124,Oregon,375600.0,8.0,,2.0
1320,85254,Arizona,423200.0,8.0,,
1321,92037,California,1424100.0,8.0,,
1322,98036,Washington,499900.0,8.0,,2.0
1323,98059,Washington,520100.0,8.0,,1.0
1324,80920,Colorado,349600.0,8.0,,2.0
1325,98121,Washington,633000.0,8.0,,
1326,97035,Oregon,524600.0,8.0,,
1327,10025,New York,943200.0,7.0,,2.0
1328,85251,Arizona,205100.0,7.0,,4.0
1329,93309,California,205600.0,7.0,,3.0
1330,94087,California,1889800.0,7.0,,1.0
1331,98034,Washington,590300.0,7.0,,2.0
1332,96815,Hawaii,447500.0,7.0,,1.0
1333,92128,California,564700.0,7.0,,1.0
1334,95008,California,1337100.0,7.0,,3.0
1335,92078,California,,7.0,,1.0
1336,60062,Illinois,438900.0,7.0,,1.0
1337,10013,New York,4107600.0,7.0,,
1338,20016,District of Columbia,872200.0,7.0,,3.0
1339,80206,Colorado,572400.0,7.0,,
1340,97209,Oregon,470500.0,7.0,,1.0
1341,20007,District of Columbia,1047700.0,7.0,,1.0
1342,89135,Nevada,465000.0,7.0,,
1343,90064,California,,7.0,,
1344,23233,Virginia,325300.0,7.0,,
1345,98029,Washington,751600.0,7.0,,
1346,80222,Colorado,438100.0,7.0,,2.0
1347,70130,Louisiana,339700.0,7.0,,
1348,77379,Texas,265000.0,6.0,,6.0
1349,91910,California,513800.0,6.0,,1.0
1350,97229,Oregon,555700.0,6.0,,
1351,98012,Washington,551900.0,6.0,,
1352,92677,California,762500.0,6.0,,1.0
1353,89121,Nevada,216700.0,6.0,,1.0
1354,98103,Washington,736200.0,6.0,,
1355,27858,North Carolina,153900.0,6.0,,3.0
1356,92630,California,655500.0,6.0,,2.0
1357,98632,Washington,242800.0,6.0,,2.0
1358,92130,California,,6.0,,
1359,85255,Arizona,594600.0,6.0,,1.0
1360,23456,Virginia,306200.0,6.0,,
1361,92020,California,496500.0,6.0,,4.0
1362,98225,Washington,409700.0,6.0,,
1363,92103,California,659300.0,6.0,,
1364,95616,California,666200.0,6.0,,
1365,90503,California,881800.0,6.0,,
1366,94403,California,1443600.0,6.0,,1.0
1367,85209,Arizona,239900.0,6.0,,1.0
1368,98033,Washington,957600.0,6.0,,
1369,98042,Washington,,6.0,,
1370,94566,California,,6.0,,1.0
1371,85249,Arizona,359200.0,6.0,,
1372,60654,Illinois,,6.0,,1.0
1373,95403,California,555400.0,6.0,,1.0
1374,93940,California,705100.0,6.0,,
1375,91360,California,676700.0,6.0,,1.0
1376,97213,Oregon,431000.0,6.0,,
1377,98116,Washington,741200.0,6.0,,1.0
1378,90620,California,571800.0,6.0,,1.0
1379,94520,California,458700.0,6.0,,1.0
1380,46142,Indiana,196800.0,6.0,,1.0
1381,80111,Colorado,628600.0,6.0,,
1382,94588,California,,6.0,,2.0
1383,91350,California,540700.0,6.0,,2.0
1384,93101,California,882900.0,6.0,,
1385,94306,California,2415200.0,6.0,,
1386,95118,California,1121000.0,6.0,,1.0
1387,40222,Kentucky,263000.0,6.0,,5.0
1388,43215,Ohio,295400.0,6.0,,
1389,20024,District of Columbia,366200.0,6.0,,
1390,48377,Michigan,244200.0,6.0,,
1391,21076,Maryland,371800.0,6.0,,
1392,60661,Illinois,378500.0,6.0,,2.0
1393,33315,Florida,293200.0,6.0,,
1394,97218,Oregon,405400.0,6.0,,1.0
1395,77449,Texas,190500.0,5.0,,2.0
1396,20002,District of Columbia,620300.0,5.0,,5.0
1397,91709,California,648000.0,5.0,,
1398,32218,Florida,152400.0,5.0,,1.0
1399,92109,California,,5.0,,1.0
1400,75206,Texas,432700.0,5.0,,
1401,92627,California,782800.0,5.0,,1.0
1402,89123,Nevada,288500.0,5.0,,1.0
1403,94587,California,,5.0,,
1404,92117,California,626500.0,5.0,,1.0
1405,94553,California,,5.0,,2.0
1406,22030,Virginia,577200.0,5.0,,
1407,93308,California,172400.0,5.0,,1.0
1408,94115,California,1472600.0,5.0,,
1409,92708,California,779100.0,5.0,,
1410,85224,Arizona,253000.0,5.0,,2.0
1411,27612,North Carolina,287300.0,5.0,,1.0
1412,98270,Washington,364900.0,5.0,,2.0
1413,80537,Colorado,344400.0,5.0,,1.0
1414,94611,California,1114700.0,5.0,,1.0
1415,95628,California,416800.0,5.0,,
1416,97202,Oregon,517500.0,5.0,,3.0
1417,98118,Washington,614500.0,5.0,,
1418,53202,Wisconsin,259700.0,5.0,,
1419,83642,Idaho,,5.0,,7.0
1420,92129,California,752400.0,5.0,,
1421,33126,Florida,180800.0,5.0,,1.0
1422,48104,Michigan,330900.0,5.0,,
1423,94010,California,2431300.0,5.0,,
1424,48073,Michigan,234500.0,5.0,,1.0
1425,46514,Indiana,153800.0,5.0,,2.0
1426,99362,Washington,230900.0,5.0,,
1427,97219,Oregon,462200.0,5.0,,2.0
1428,33410,Florida,362400.0,5.0,,
1429,33172,Florida,175700.0,5.0,,
1430,93611,California,338700.0,5.0,,1.0
1431,85704,Arizona,222500.0,5.0,,1.0
1432,95926,California,324000.0,5.0,,
1433,94560,California,827300.0,5.0,,2.0
1434,80204,Colorado,489000.0,5.0,,3.0
1435,94044,California,989900.0,5.0,,1.0
1436,98087,Washington,469800.0,5.0,,1.0
1437,92262,California,392700.0,5.0,,6.0
1438,98107,Washington,726300.0,5.0,,1.0
1439,89102,Nevada,250800.0,5.0,,2.0
1440,85718,Arizona,396400.0,5.0,,
1441,77381,Texas,286400.0,5.0,,
1442,96001,California,263600.0,5.0,,
1443,98683,Washington,373000.0,5.0,,3.0
1444,95765,California,510100.0,5.0,,
1445,98002,Washington,297100.0,5.0,,2.0
1446,91701,California,527000.0,5.0,,
1447,92707,California,423400.0,5.0,,
1448,98201,Washington,327900.0,5.0,,2.0
1449,92629,California,944000.0,5.0,,
1450,12203,New York,175400.0,5.0,,3.0
1451,94941,California,1427400.0,5.0,,
1452,23518,Virginia,198200.0,5.0,,1.0
1453,83705,Idaho,243200.0,5.0,,4.0
1454,99207,Washington,141200.0,5.0,,
1455,80122,Colorado,406800.0,5.0,,2.0
1456,95816,California,588700.0,5.0,,
1457,22101,Virginia,1067300.0,5.0,,
1458,98021,Washington,606000.0,5.0,,
1459,32821,Florida,206800.0,5.0,,1.0
1460,98040,Washington,1568800.0,5.0,,1.0
1461,98409,Washington,260900.0,5.0,,1.0
1462,98516,Washington,335300.0,5.0,,3.0
1463,11530,New York,889500.0,5.0,,1.0
1464,95131,California,1055100.0,5.0,,
1465,94621,California,396100.0,5.0,,3.0
1466,99224,Washington,337200.0,5.0,,1.0
1467,21204,Maryland,379500.0,5.0,,4.0
1468,33431,Florida,360700.0,5.0,,
1469,92106,California,1016000.0,5.0,,
1470,99202,Washington,170200.0,5.0,,
1471,23226,Virginia,357100.0,5.0,,
1472,97060,Oregon,325300.0,5.0,,2.0
1473,32827,Florida,348700.0,5.0,,
1474,41048,Kentucky,211200.0,5.0,,9.0
1475,20036,District of Columbia,361500.0,5.0,,
1476,20009,District of Columbia,559300.0,4.0,,1.0
1477,30096,Georgia,216300.0,4.0,,
1478,85710,Arizona,175900.0,4.0,,2.0
1479,95608,California,389000.0,4.0,,
1480,80013,Colorado,340200.0,4.0,,2.0
1481,47906,Indiana,209700.0,4.0,,12.0
1482,77450,Texas,249600.0,4.0,,
1483,92592,California,457300.0,4.0,,
1484,90025,California,936200.0,4.0,,
1485,20874,Maryland,292300.0,4.0,,2.0
1486,94513,California,,4.0,,1.0
1487,97045,Oregon,415200.0,4.0,,1.0
1488,92104,California,519000.0,4.0,,1.0
1489,89074,Nevada,314500.0,4.0,,3.0
1490,33414,Florida,358300.0,4.0,,2.0
1491,94080,California,958900.0,4.0,,1.0
1492,20910,Maryland,479400.0,4.0,,1.0
1493,23455,Virginia,273900.0,4.0,,3.0
1494,24060,Virginia,245600.0,4.0,,1.0
1495,30114,Georgia,266000.0,4.0,,5.0
1496,20850,Maryland,498200.0,4.0,,1.0
1497,97702,Oregon,413800.0,4.0,,1.0
1498,80504,Colorado,428500.0,4.0,,1.0
1499,92880,California,552100.0,4.0,,
1500,87109,New Mexico,249000.0,4.0,,5.0
1501,33176,Florida,290000.0,4.0,,
1502,78681,Texas,299800.0,4.0,,2.0
1503,28262,North Carolina,185700.0,4.0,,1.0
1504,20171,Virginia,543300.0,4.0,,2.0
1505,77546,Texas,247400.0,4.0,,1.0
1506,80229,Colorado,308400.0,4.0,,3.0
1507,80211,Colorado,548600.0,4.0,,1.0
1508,97330,Oregon,367100.0,4.0,,
1509,91406,California,524400.0,4.0,,1.0
1510,92407,California,337300.0,4.0,,3.0
1511,98501,Washington,335900.0,4.0,,2.0
1512,94546,California,733700.0,4.0,,
1513,99205,Washington,175100.0,4.0,,1.0
1514,98023,Washington,367400.0,4.0,,
1515,60126,Illinois,360100.0,4.0,,
1516,15317,Pennsylvania,258000.0,4.0,,
1517,97756,Oregon,295600.0,4.0,,1.0
1518,20003,District of Columbia,767400.0,4.0,,
1519,80210,Colorado,,4.0,,2.0
1520,94114,California,1893900.0,4.0,,
1521,30339,Georgia,300300.0,4.0,,3.0
1522,92211,California,333500.0,4.0,,1.0
1523,60010,Illinois,462500.0,4.0,,1.0
1524,98902,Washington,192700.0,4.0,,4.0
1525,97030,Oregon,309000.0,4.0,,3.0
1526,94539,California,1437200.0,4.0,,
1527,92009,California,855500.0,4.0,,
1528,85712,Arizona,167400.0,4.0,,
1529,95376,California,448300.0,4.0,,1.0
1530,30328,Georgia,269700.0,4.0,,3.0
1531,85295,Arizona,284100.0,4.0,,3.0
1532,44122,Ohio,218500.0,4.0,,
1533,46037,Indiana,280300.0,4.0,,
1534,85745,Arizona,212000.0,4.0,,
1535,33040,Florida,,4.0,,2.0
1536,80524,Colorado,386500.0,4.0,,1.0
1537,28803,North Carolina,232800.0,4.0,,4.0
1538,97224,Oregon,407900.0,4.0,,1.0
1539,91016,California,675600.0,4.0,,
1540,85086,Arizona,300400.0,4.0,,1.0
1541,98908,Washington,274900.0,4.0,,
1542,98366,Washington,297000.0,4.0,,
1543,92649,California,821200.0,4.0,,
1544,91604,California,1178400.0,4.0,,
1545,22015,Virginia,539000.0,4.0,,1.0
1546,43221,Ohio,278700.0,4.0,,
1547,96701,Hawaii,458500.0,4.0,,
1548,33710,Florida,203700.0,4.0,,
1549,80128,Colorado,,4.0,,1.0
1550,98155,Washington,594500.0,4.0,,
1551,35244,Alabama,281500.0,4.0,,1.0
1552,94534,California,532700.0,4.0,,2.0
1553,94954,California,679300.0,4.0,,
1554,98031,Washington,410500.0,4.0,,
1555,91311,California,577000.0,4.0,,
1556,27511,North Carolina,257500.0,4.0,,3.0
1557,28211,North Carolina,524400.0,4.0,,1.0
1558,98604,Washington,,4.0,,2.0
1559,98926,Washington,297700.0,4.0,,
1560,81301,Colorado,405200.0,4.0,,
1561,93401,California,706500.0,4.0,,
1562,30308,Georgia,277000.0,4.0,,1.0
1563,98168,Washington,370600.0,4.0,,
1564,80120,Colorado,418500.0,4.0,,
1565,49546,Michigan,276700.0,4.0,,1.0
1566,91711,California,,4.0,,
1567,92807,California,,4.0,,1.0
1568,97267,Oregon,375600.0,4.0,,2.0
1569,37203,Tennessee,379300.0,4.0,,3.0
1570,98038,Washington,462100.0,4.0,,
1571,97203,Oregon,368000.0,4.0,,1.0
1572,97266,Oregon,320400.0,4.0,,1.0
1573,80104,Colorado,420600.0,4.0,,1.0
1574,60515,Illinois,324600.0,4.0,,3.0
1575,91739,California,654900.0,4.0,,
1576,95070,California,2330400.0,4.0,,
1577,85331,Arizona,,4.0,,1.0
1578,15213,Pennsylvania,206700.0,4.0,,
1579,94510,California,588000.0,4.0,,
1580,80241,Colorado,359500.0,4.0,,
1581,95842,California,277300.0,4.0,,2.0
1582,98007,Washington,621100.0,4.0,,
1583,49525,Michigan,209800.0,4.0,,2.0
1584,97086,Oregon,522500.0,4.0,,3.0
1585,48108,Michigan,268500.0,4.0,,1.0
1586,97068,Oregon,543100.0,4.0,,3.0
1587,37215,Tennessee,618900.0,4.0,,2.0
1588,95032,California,1934000.0,4.0,,
1589,85340,Arizona,262500.0,4.0,,1.0
1590,94598,California,1018800.0,4.0,,
1591,95492,California,628300.0,4.0,,
1592,98112,Washington,1233100.0,4.0,,
1593,80113,Colorado,491600.0,4.0,,
1594,98375,Washington,329900.0,4.0,,
1595,80516,Colorado,464000.0,4.0,,
1596,97071,Oregon,292600.0,4.0,,1.0
1597,81501,Colorado,208600.0,4.0,,1.0
1598,98272,Washington,443400.0,4.0,,2.0
1599,90713,California,612000.0,4.0,,1.0
1600,33606,Florida,501500.0,4.0,,1.0
1601,99502,Alaska,318800.0,4.0,,1.0
1602,33761,Florida,179800.0,4.0,,
1603,53226,Wisconsin,229600.0,4.0,,1.0
1604,80232,Colorado,367500.0,4.0,,
1605,20832,Maryland,474300.0,4.0,,
1606,96150,California,430800.0,4.0,,
1607,95819,California,581600.0,4.0,,
1608,60502,Illinois,244900.0,4.0,,1.0
1609,91768,California,421400.0,4.0,,
1610,85284,Arizona,465700.0,4.0,,3.0
1611,91506,California,847000.0,4.0,,
1612,92014,California,,4.0,,1.0
1613,91105,California,1384500.0,4.0,,1.0
1614,77433,Texas,281500.0,3.0,,1.0
1615,60625,Illinois,300400.0,3.0,,1.0
1616,23464,Virginia,240700.0,3.0,,3.0
1617,90034,California,1145200.0,3.0,,
1618,75067,Texas,248500.0,3.0,,1.0
1619,78240,Texas,186700.0,3.0,,1.0
1620,43081,Ohio,229100.0,3.0,,
1621,85364,Arizona,143500.0,3.0,,4.0
1622,30188,Georgia,236200.0,3.0,,3.0
1623,29732,South Carolina,191400.0,3.0,,2.0
1624,87120,New Mexico,208100.0,3.0,,3.0
1625,40475,Kentucky,184900.0,3.0,,1.0
1626,95747,California,494200.0,3.0,,1.0
1627,75035,Texas,353400.0,3.0,,
1628,33186,Florida,293800.0,3.0,,1.0
1629,20147,Virginia,446900.0,3.0,,
1630,43228,Ohio,168700.0,3.0,,
1631,95051,California,1280100.0,3.0,,2.0
1632,93727,California,266300.0,3.0,,
1633,42101,Kentucky,128400.0,3.0,,9.0
1634,60622,Illinois,434600.0,3.0,,
1635,40601,Kentucky,133800.0,3.0,,3.0
1636,93536,California,,3.0,,4.0
1637,94509,California,403700.0,3.0,,
1638,89031,Nevada,266800.0,3.0,,1.0
1639,94122,California,1385200.0,3.0,,
1640,78249,Texas,241500.0,3.0,,1.0
1641,48823,Michigan,188800.0,3.0,,1.0
1642,92647,California,728600.0,3.0,,1.0
1643,95355,California,330300.0,3.0,,2.0
1644,33458,Florida,353600.0,3.0,,
1645,90640,California,502100.0,3.0,,1.0
1646,73013,Oklahoma,205700.0,3.0,,4.0
1647,92563,California,419300.0,3.0,,
1648,79424,Texas,228400.0,3.0,,2.0
1649,22201,Virginia,538400.0,3.0,,
1650,85201,Arizona,186400.0,3.0,,3.0
1651,83709,Idaho,280900.0,3.0,,2.0
1652,94806,California,470700.0,3.0,,2.0
1653,48066,Michigan,95400.0,3.0,,2.0
1654,30907,Georgia,160100.0,3.0,,2.0
1655,45040,Ohio,229800.0,3.0,,3.0
1656,92399,California,353400.0,3.0,,1.0
1657,85351,Arizona,166000.0,3.0,,3.0
1658,92056,California,528800.0,3.0,,2.0
1659,75068,Texas,275900.0,3.0,,
1660,30319,Georgia,438400.0,3.0,,
1661,96797,Hawaii,489900.0,3.0,,2.0
1662,80020,Colorado,397600.0,3.0,,
1663,92805,California,535600.0,3.0,,2.0
1664,98661,Washington,310400.0,3.0,,
1665,97501,Oregon,240400.0,3.0,,1.0
1666,96789,Hawaii,490600.0,3.0,,2.0
1667,85122,Arizona,173900.0,3.0,,1.0
1668,07470,New Jersey,435800.0,3.0,,
1669,93063,California,,3.0,,
1670,96744,Hawaii,681600.0,3.0,,1.0
1671,28806,North Carolina,257100.0,3.0,,
1672,27513,North Carolina,290200.0,3.0,,1.0
1673,91977,California,460200.0,3.0,,
1674,43016,Ohio,272900.0,3.0,,
1675,84043,Utah,384800.0,3.0,,
1676,92801,California,511300.0,3.0,,5.0
1677,21044,Maryland,329200.0,3.0,,3.0
1678,30309,Georgia,291000.0,3.0,,1.0
1679,92324,California,296900.0,3.0,,
1680,94550,California,811600.0,3.0,,1.0
1681,94577,California,664900.0,3.0,,3.0
1682,98204,Washington,310300.0,3.0,,2.0
1683,97007,Oregon,416500.0,3.0,,
1684,98837,Washington,202400.0,3.0,,7.0
1685,43551,Ohio,228900.0,3.0,,1.0
1686,23220,Virginia,251800.0,3.0,,
1687,96816,Hawaii,855300.0,3.0,,4.0
1688,80220,Colorado,450700.0,3.0,,3.0
1689,98277,Washington,322800.0,3.0,,1.0
1690,80127,Colorado,465200.0,3.0,,2.0
1691,20854,Maryland,878400.0,3.0,,
1692,79705,Texas,304100.0,3.0,,
1693,97302,Oregon,301900.0,3.0,,
1694,94107,California,1256800.0,3.0,,
1695,92392,California,253900.0,3.0,,
1696,92116,California,634500.0,3.0,,
1697,92672,California,941800.0,3.0,,
1698,89436,Nevada,,3.0,,
1699,93117,California,783700.0,3.0,,1.0
1700,89509,Nevada,400000.0,3.0,,1.0
1701,21701,Maryland,280800.0,3.0,,3.0
1702,33130,Florida,326200.0,3.0,,2.0
1703,98058,Washington,432900.0,3.0,,
1704,98223,Washington,372100.0,3.0,,1.0
1705,49503,Michigan,176600.0,3.0,,2.0
1706,80022,Colorado,359900.0,3.0,,
1707,46368,Indiana,175400.0,3.0,,4.0
1708,90804,California,453900.0,3.0,,2.0
1709,95667,California,357600.0,3.0,,7.0
1710,38116,Tennessee,79400.0,3.0,,4.0
1711,95127,California,776800.0,3.0,,
1712,86314,Arizona,246600.0,3.0,,1.0
1713,60563,Illinois,262400.0,3.0,,1.0
1714,30019,Georgia,269100.0,3.0,,2.0
1715,85286,Arizona,,3.0,,4.0
1716,92395,California,237000.0,3.0,,1.0
1717,80228,Colorado,412400.0,3.0,,
1718,91423,California,847000.0,3.0,,
1719,97230,Oregon,342500.0,3.0,,
1720,95126,California,1102100.0,3.0,,1.0
1721,92069,California,569100.0,3.0,,
1722,90723,California,,3.0,,
1723,89012,Nevada,338000.0,3.0,,
1724,98026,Washington,531000.0,3.0,,
1725,46835,Indiana,141200.0,3.0,,1.0
1726,20707,Maryland,268000.0,3.0,,
1727,89523,Nevada,411500.0,3.0,,2.0
1728,89149,Nevada,281800.0,3.0,,4.0
1729,97128,Oregon,334700.0,3.0,,4.0
1730,29466,South Carolina,387800.0,3.0,,2.0
1731,89030,Nevada,179700.0,3.0,,3.0
1732,90638,California,580600.0,3.0,,1.0
1733,89431,Nevada,248200.0,3.0,,2.0
1734,43402,Ohio,193600.0,3.0,,
1735,85379,Arizona,,3.0,,1.0
1736,90808,California,667700.0,3.0,,2.0
1737,60137,Illinois,341800.0,3.0,,1.0
1738,80209,Colorado,670100.0,3.0,,
1739,97526,Oregon,273500.0,3.0,,1.0
1740,17011,Pennsylvania,188300.0,3.0,,
1741,28792,North Carolina,246000.0,3.0,,1.0
1742,98117,Washington,801300.0,3.0,,
1743,10583,New York,1014900.0,3.0,,
1744,31406,Georgia,167800.0,3.0,,2.0
1745,99507,Alaska,258000.0,3.0,,
1746,21784,Maryland,377800.0,3.0,,1.0
1747,84106,Utah,351800.0,3.0,,
1748,80031,Colorado,357400.0,3.0,,1.0
1749,95128,California,1078400.0,3.0,,
1750,97214,Oregon,564500.0,3.0,,2.0
1751,28031,North Carolina,291300.0,3.0,,
1752,76248,Texas,367200.0,3.0,,
1753,29708,South Carolina,323900.0,3.0,,2.0
1754,23832,Virginia,267700.0,3.0,,2.0
1755,89521,Nevada,421200.0,3.0,,
1756,46074,Indiana,302700.0,3.0,,
1757,48313,Michigan,184600.0,3.0,,2.0
1758,85339,Arizona,231800.0,3.0,,
1759,92879,California,415000.0,3.0,,1.0
1760,76013,Texas,203800.0,3.0,,2.0
1761,46033,Indiana,325400.0,3.0,,
1762,49417,Michigan,195500.0,3.0,,1.0
1763,98370,Washington,416500.0,3.0,,
1764,94043,California,1507400.0,3.0,,1.0
1765,20170,Virginia,429100.0,3.0,,2.0
1766,98144,Washington,736800.0,3.0,,1.0
1767,85048,Arizona,321500.0,3.0,,2.0
1768,92264,California,406000.0,3.0,,
1769,75230,Texas,601900.0,3.0,,1.0
1770,93905,California,385200.0,3.0,,
1771,61614,Illinois,128500.0,3.0,,1.0
1772,93001,California,,3.0,,1.0
1773,22203,Virginia,429300.0,3.0,,2.0
1774,40502,Kentucky,339900.0,3.0,,1.0
1775,91104,California,817100.0,3.0,,2.0
1776,30068,Georgia,379300.0,3.0,,
1777,95482,California,410300.0,3.0,,
1778,85392,Arizona,224700.0,3.0,,2.0
1779,98290,Washington,,3.0,,2.0
1780,80907,Colorado,280000.0,3.0,,1.0
1781,96080,California,223700.0,3.0,,
1782,53142,Wisconsin,183100.0,3.0,,2.0
1783,19087,Pennsylvania,428200.0,3.0,,
1784,94070,California,1732800.0,3.0,,
1785,95337,California,443600.0,3.0,,1.0
1786,53217,Wisconsin,325900.0,3.0,,3.0
1787,33138,Florida,480400.0,3.0,,1.0
1788,80218,Colorado,449200.0,3.0,,
1789,92131,California,,3.0,,1.0
1790,49506,Michigan,236200.0,3.0,,
1791,08648,New Jersey,246900.0,3.0,,
1792,20745,Maryland,232200.0,3.0,,1.0
1793,95682,California,475400.0,3.0,,1.0
1794,90039,California,1144200.0,3.0,,
1795,22207,Virginia,914800.0,3.0,,
1796,98335,Washington,487900.0,3.0,,1.0
1797,98466,Washington,361200.0,3.0,,2.0
1798,89503,Nevada,309500.0,3.0,,
1799,28278,North Carolina,291300.0,3.0,,
1800,97062,Oregon,487300.0,3.0,,1.0
1801,02116,Massachusetts,1092000.0,3.0,,
1802,18901,Pennsylvania,400800.0,3.0,,
1803,92675,California,756100.0,3.0,,1.0
1804,98498,Washington,289600.0,3.0,,
1805,93637,California,252300.0,3.0,,1.0
1806,92008,California,776800.0,3.0,,
1807,92311,California,142300.0,3.0,,1.0
1808,92123,California,602300.0,3.0,,2.0
1809,97225,Oregon,500800.0,3.0,,
1810,23435,Virginia,282500.0,3.0,,1.0
1811,95660,California,244500.0,3.0,,
1812,85053,Arizona,217900.0,3.0,,1.0
1813,98802,Washington,328800.0,3.0,,3.0
1814,94549,California,1410900.0,3.0,,1.0
1815,22315,Virginia,440400.0,3.0,,1.0
1816,94002,California,1707900.0,3.0,,
1817,94530,California,911800.0,3.0,,
1818,92595,California,426100.0,3.0,,
1819,80923,Colorado,315000.0,3.0,,
1820,33701,Florida,399500.0,3.0,,2.0
1821,37849,Tennessee,193600.0,3.0,,1.0
1822,33304,Florida,434000.0,3.0,,2.0
1823,15205,Pennsylvania,133900.0,3.0,,
1824,60134,Illinois,344500.0,3.0,,
1825,84115,Utah,294000.0,3.0,,1.0
1826,48167,Michigan,322300.0,3.0,,1.0
1827,43054,Ohio,318700.0,3.0,,1.0
1828,92653,California,694300.0,3.0,,
1829,98685,Washington,364500.0,3.0,,
1830,22153,Virginia,471800.0,3.0,,
1831,20152,Virginia,492100.0,3.0,,
1832,91214,California,823500.0,3.0,,
1833,74135,Oklahoma,177300.0,3.0,,1.0
1834,35801,Alabama,244600.0,3.0,,1.0
1835,32605,Florida,180900.0,3.0,,
1836,10710,New York,570200.0,3.0,,
1837,75082,Texas,357600.0,3.0,,1.0
1838,68106,Nebraska,149700.0,3.0,,
1839,45241,Ohio,202500.0,3.0,,6.0
1840,90254,California,1629100.0,3.0,,
1841,93901,California,524100.0,3.0,,1.0
1842,80904,Colorado,288600.0,3.0,,
1843,60642,Illinois,458000.0,3.0,,
1844,21146,Maryland,495700.0,3.0,,1.0
1845,99577,Alaska,267200.0,3.0,,1.0
1846,01803,Massachusetts,534500.0,3.0,,2.0
1847,92508,California,466400.0,3.0,,1.0
1848,98311,Washington,312600.0,3.0,,
1849,99709,Alaska,252800.0,3.0,,1.0
1850,95405,California,580900.0,3.0,,1.0
1851,92011,California,843700.0,3.0,,1.0
1852,86403,Arizona,219700.0,3.0,,
1853,98406,Washington,398500.0,3.0,,
1854,98055,Washington,371300.0,3.0,,
1855,28202,North Carolina,312500.0,3.0,,
1856,29403,South Carolina,489500.0,3.0,,
1857,98166,Washington,530400.0,3.0,,1.0
1858,91302,California,1831400.0,3.0,,1.0
1859,48083,Michigan,237900.0,3.0,,3.0
1860,98292,Washington,,3.0,,
1861,98074,Washington,860800.0,3.0,,
1862,85306,Arizona,212000.0,3.0,,
1863,98532,Washington,232800.0,3.0,,1.0
1864,98275,Washington,581300.0,3.0,,1.0
1865,15090,Pennsylvania,344500.0,3.0,,
1866,95815,California,220900.0,3.0,,1.0
1867,98020,Washington,744600.0,3.0,,
1868,97058,Oregon,266600.0,3.0,,1.0
1869,90710,California,,3.0,,
1870,98022,Washington,401500.0,3.0,,
1871,91915,California,523400.0,3.0,,1.0
1872,97013,Oregon,379800.0,3.0,,1.0
1873,80215,Colorado,400700.0,3.0,,4.0
1874,98043,Washington,433200.0,3.0,,
1875,45056,Ohio,172200.0,3.0,,5.0
1876,97034,Oregon,698300.0,3.0,,1.0
1877,76018,Texas,192700.0,3.0,,
1878,10954,New York,331800.0,3.0,,
1879,90732,California,545800.0,3.0,,1.0
1880,90606,California,,3.0,,2.0
1881,80207,Colorado,424900.0,3.0,,
1882,94506,California,1320600.0,3.0,,
1883,85028,Arizona,363200.0,3.0,,
1884,66210,Kansas,287900.0,3.0,,1.0
1885,19006,Pennsylvania,378000.0,3.0,,
1886,23692,Virginia,259300.0,3.0,,
1887,46818,Indiana,172600.0,3.0,,
